,Suburb,Address,Type,Method,SellerG,CouncilArea,Regionname,Rooms,Price,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,main_lat,main_lon,station,Distance_to_Station
12716,Moorabbin,31 Chapel Rd,h,PI,Buxton,Kingston City Council,Southern Metropolitan,4,1250000.0,14.3,3189.0,4.0,3.0,2.0,585.0,-37.94342,145.0476,Highett,0.7376
12717,Mount Waverley,26 Headingley Rd,h,VB,Fletchers,Monash City Council,Eastern Metropolitan,3,1100000.0,14.2,3149.0,3.0,1.0,1.0,728.0,-37.86393,145.1367,Mount Waverley,1.4561
12718,Mount Waverley,10 Katandra Ct,h,PI,Jellis,Monash City Council,Eastern Metropolitan,4,1560000.0,14.2,3149.0,4.0,2.0,2.0,836.0,-37.88562,145.14199,Syndal,1.2226
12719,Mount Waverley,386 Stephensons Rd,h,VB,Jellis,Monash City Council,Eastern Metropolitan,4,1250000.0,14.2,3149.0,4.0,2.0,3.0,728.0,-37.88578,145.12735,Mount Waverley,1.1719
12720,Mulgrave,8 Redfern Cr,h,VB,Barry,Monash City Council,South-Eastern Metropolitan,4,790000.0,18.8,3170.0,4.0,2.0,2.0,1078.0,-37.9263,145.16413,Westall,2.6
12721,Niddrie,15 Shaw St,h,S,Barry,Moonee Valley City Council,Western Metropolitan,4,1250000.0,10.4,3042.0,4.0,3.0,1.0,325.0,-37.74063,144.88977,Glenbervie,2.8354
12722,North Melbourne,183 Melrose St,h,VB,Nelson,Melbourne City Council,Northern Metropolitan,2,850000.0,1.8,3051.0,2.0,1.0,2.0,119.0,-37.79058,144.94253,Flemington Bridge,0.3915
12723,Northcote,17 Charles St,h,VB,Nelson,Darebin City Council,Northern Metropolitan,2,975000.0,5.3,3070.0,2.0,1.0,1.0,131.0,-37.7765,144.99069,Merri,0.2472
12724,Northcote,12 Christmas St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,1090000.0,5.3,3070.0,3.0,1.0,2.0,262.0,-37.76614,145.00635,Croxton,0.852
12725,Northcote,76 Derby St,h,SP,Jellis,Darebin City Council,Northern Metropolitan,4,2280000.0,5.3,3070.0,4.0,3.0,2.0,432.0,-37.77033,145.00584,Northcote,0.9295
12726,Northcote,21 Howitt St,h,S,Jellis,Darebin City Council,Northern Metropolitan,3,1660000.0,5.3,3070.0,3.0,2.0,0.0,345.0,-37.78163,145.01411,Fairfield,0.3603
12727,Nunawading,399 Springfield Rd,h,S,Barry,Manningham City Council,Eastern Metropolitan,3,1100000.0,15.4,3131.0,3.0,1.0,2.0,703.0,-37.80981,145.18348,Mitcham,1.1927
12728,Oak Park,1 Lex Gr,h,S,Stockdale,Moreland City Council,Northern Metropolitan,3,837500.0,11.2,3046.0,3.0,2.0,2.0,536.0,-37.71809,144.92632,Oak Park,0.4209
12729,Oakleigh,1470 Dandenong Rd,h,SP,Ray,Monash City Council,Southern Metropolitan,2,890000.0,12.3,3166.0,2.0,2.0,3.0,521.0,-37.8964,145.09758,Oakleigh,0.9251
12730,Ormond,34 Carlyon St,h,PI,Buxton,Glen Eira City Council,Southern Metropolitan,3,1650000.0,11.4,3204.0,3.0,2.0,2.0,581.0,-37.90499,145.04206,Ormond,0.27
12731,Ormond,25 Dunlop Av,h,PI,Gary,Glen Eira City Council,Southern Metropolitan,3,1370000.0,11.4,3204.0,3.0,2.0,2.0,290.0,-37.90512,145.04274,Ormond,0.328
12732,Parkdale,7 Cedric St,h,S,Buxton,Kingston City Council,South-Eastern Metropolitan,3,1140000.0,21.5,3195.0,3.0,2.0,2.0,652.0,-37.99696,145.08904,Mordialloc,1.0696
12733,Pascoe Vale,33 Alexandra St,h,SP,Stockdale,Moreland City Council,Northern Metropolitan,2,755000.0,8.5,3044.0,2.0,1.0,1.0,441.0,-37.71802,144.94142,Fawkner,1.7231
12734,Pascoe Vale,5 Bristol Rd,h,S,Brad,Moreland City Council,Northern Metropolitan,2,1190000.0,8.5,3044.0,2.0,1.0,1.0,868.0,-37.71631,144.93896,Oak Park,1.5448
12735,Pascoe Vale,47 Essex St,h,S,Brad,Moreland City Council,Northern Metropolitan,2,825500.0,8.5,3044.0,2.0,1.0,1.0,436.0,-37.7273,144.9452,Pascoe Vale,1.5441
12736,Pascoe Vale,18 Tangyes St,h,S,Brad,Moreland City Council,Northern Metropolitan,3,1110000.0,8.5,3044.0,3.0,2.0,2.0,407.0,-37.72616,144.94449,Pascoe Vale,1.5214
12737,Point Cook,35 Tamar Av,h,S,LJ,Wyndham City Council,Western Metropolitan,4,655000.0,14.7,3030.0,4.0,2.0,2.0,528.0,-37.88231,144.72006,Hoppers Crossing,1.672
12738,Port Melbourne,3 Esplanade Pl,h,VB,Greg,Melbourne City Council,Southern Metropolitan,2,1200000.0,3.5,3207.0,2.0,2.0,1.0,122.0,-37.83705,144.94515,Southern Cross,2.169
12739,Port Melbourne,167 Pickles St,h,PI,Marshall,Melbourne City Council,Southern Metropolitan,5,2725000.0,3.5,3207.0,5.0,3.0,0.0,249.0,-37.83805,144.94761,Southern Cross,2.2268
12740,Port Melbourne,84 Station St,h,S,Cayzer,Melbourne City Council,Southern Metropolitan,2,1100000.0,3.5,3207.0,2.0,1.0,2.0,113.0,-37.8364,144.93966,Southern Cross,2.2887
12741,Prahran,4 Westbourne St,h,S,Jellis,Stonnington City Council,Southern Metropolitan,2,1550000.0,4.6,3181.0,2.0,2.0,0.0,148.0,-37.85053,145.00516,Hawksburn,0.7052
12742,Preston,8 Beatrice St,h,S,McGrath,Darebin City Council,Northern Metropolitan,3,880000.0,8.4,3072.0,3.0,1.0,3.0,581.0,-37.73721,145.0262,Preston,2.2649
12743,Preston,161 Bell St,h,S,Barry,Darebin City Council,Northern Metropolitan,2,770000.0,8.4,3072.0,2.0,1.0,1.0,358.0,-37.74656,145.01398,Bell,1.2183
12744,Preston,46 Erin St,h,SP,McGrath,Darebin City Council,Northern Metropolitan,4,1500000.0,8.4,3072.0,4.0,2.0,2.0,424.0,-37.74587,144.99245,Bell,0.6806
12745,Preston,5 Kenneth St,h,S,RW,Darebin City Council,Northern Metropolitan,3,1081000.0,8.4,3072.0,3.0,1.0,4.0,489.0,-37.74138,145.02029,Preston,1.7635
12746,Reservoir,2 Croft Cr,h,PI,Nelson,Darebin City Council,Northern Metropolitan,4,885000.0,12.0,3073.0,4.0,1.0,2.0,676.0,-37.72021,145.0035,Reservoir,0.4655
12747,Reservoir,109 Crookston Rd,h,S,hockingstuart,Darebin City Council,Northern Metropolitan,3,980000.0,12.0,3073.0,3.0,1.0,4.0,694.0,-37.70955,145.01395,Ruthven,0.4276
12748,Reservoir,49 Elliot St,h,S,hockingstuart,Darebin City Council,Northern Metropolitan,4,941000.0,12.0,3073.0,4.0,3.0,1.0,753.0,-37.70586,144.99644,Ruthven,1.1681
12749,Reservoir,26 Erskine Av,h,S,HAR,Darebin City Council,Northern Metropolitan,3,835000.0,12.0,3073.0,3.0,1.0,2.0,700.0,-37.72269,145.02502,Reservoir,1.7126
12750,Reservoir,1075 High St,h,S,Love,Darebin City Council,Northern Metropolitan,3,800000.0,12.0,3073.0,3.0,1.0,1.0,863.0,-37.69763,145.01073,Keon Park,0.3626
12751,Reservoir,2 Jess St,h,S,Barry,Darebin City Council,Northern Metropolitan,3,925000.0,12.0,3073.0,3.0,1.0,2.0,837.0,-37.70506,145.00413,Ruthven,0.5835
12752,Reservoir,19 Lindenow St,h,S,Love,Darebin City Council,Northern Metropolitan,3,770000.0,12.0,3073.0,3.0,1.0,4.0,861.0,-37.69727,145.00491,Keon Park,0.6902
12753,Richmond,26 Charles St,h,S,Biggin,Yarra City Council,Northern Metropolitan,3,2200000.0,2.4,3121.0,3.0,2.0,1.0,155.0,-37.82394,145.00044,East Richmond,0.3965
12754,Richmond,7 Coppin St,h,S,Biggin,Yarra City Council,Northern Metropolitan,3,1705000.0,2.4,3121.0,3.0,2.0,1.0,229.0,-37.81689,145.00443,West Richmond,1.1509
12755,Ringwood,13 James St,h,S,Barry,Maroondah City Council,Eastern Metropolitan,5,1230000.0,19.9,3134.0,5.0,3.0,2.0,591.0,-37.81795,145.22852,Ringwood,0.2218
12756,Ringwood East,3 Bruce Ct,h,VB,Fletchers,Maroondah City Council,Eastern Metropolitan,4,1675000.0,21.3,3135.0,4.0,3.0,2.0,1633.0,-37.813,145.25542,Ringwood East,0.5156
12757,Ringwood East,70A Gracedale Av,h,SP,Barry,Maroondah City Council,Eastern Metropolitan,3,861000.0,21.3,3135.0,3.0,2.0,2.0,390.0,-37.81784,145.26208,Ringwood East,1.2677
12758,Ringwood East,2 Guest Cl,h,S,Fletchers,Maroondah City Council,Eastern Metropolitan,3,840000.0,21.3,3135.0,3.0,2.0,1.0,559.0,-37.81072,145.24055,Ringwood East,0.8153
12759,Ringwood North,2 McMahon Ct,h,PI,Philip,Manningham City Council,Eastern Metropolitan,4,1080000.0,19.9,3134.0,4.0,2.0,2.0,710.0,-37.7913,145.24013,Ringwood East,2.4497
12760,Roxburgh Park,29 Grenville Tce,h,S,Ray,Hume City Council,Northern Metropolitan,3,431000.0,20.6,3064.0,3.0,2.0,2.0,245.0,-37.62203,144.92236,Roxburgh Park,2.1233
12761,Roxburgh Park,45 Stainsby Cr,h,S,Barry,Hume City Council,Northern Metropolitan,3,575000.0,20.6,3064.0,3.0,2.0,2.0,505.0,-37.63797,144.92776,Roxburgh Park,0.6875
12762,Sandringham,13 Cowper St,h,S,Buxton,Bayside City Council,Southern Metropolitan,3,1761000.0,15.2,3191.0,3.0,2.0,2.0,511.0,-37.95503,145.00794,Sandringham,0.6067
12763,Sandringham,49 Sims St,h,S,Buxton,Bayside City Council,Southern Metropolitan,4,2200000.0,15.2,3191.0,4.0,2.0,2.0,589.0,-37.95333,145.01048,Sandringham,0.6194
12764,South Melbourne,64 Raglan St,h,S,WHITEFOX,Port Phillip City Council,Southern Metropolitan,2,1200000.0,1.9,3205.0,2.0,1.0,1.0,111.0,-37.83689,144.9638,Flinders Street,2.0838
12765,South Morang,6 Mercury Cct,h,PI,Morrison,Whittlesea City Council,Northern Metropolitan,4,870000.0,20.5,3752.0,4.0,2.0,2.0,512.0,-37.61672,145.0689,South Morang,3.6
12766,South Morang,15 Payne Pl,h,S,Stockdale,Whittlesea City Council,Northern Metropolitan,4,621000.0,20.5,3752.0,4.0,2.0,2.0,568.0,-37.65116,145.09417,South Morang,2.3622
12767,South Morang,39 Rolain Av,h,S,HAR,Whittlesea City Council,Northern Metropolitan,3,612000.0,20.5,3752.0,3.0,2.0,2.0,348.0,-37.63423,145.06856,South Morang,1.6536
12768,Spotswood,97 Hudsons Rd,u,SP,McGrath,Hobsons Bay City Council,Western Metropolitan,3,882000.0,6.2,3015.0,3.0,2.0,2.0,205.0,-37.82978,144.88463,Spotswood,0.1505
12769,St Albans,38 Albert Cr,h,S,Barry,Brimbank City Council,Western Metropolitan,2,642000.0,14.0,3021.0,2.0,1.0,2.0,476.0,-37.7411,144.79621,St Albans,0.5396
12770,St Albans,13 Gillespie Rd,h,S,Purplebricks,Brimbank City Council,Western Metropolitan,4,660000.0,14.0,3021.0,4.0,2.0,4.0,582.0,-37.73517,144.78804,Keilor Plains,0.8005
12771,St Albans,25 Harris St,h,S,Bells,Brimbank City Council,Western Metropolitan,5,620000.0,14.0,3021.0,5.0,3.0,2.0,534.0,-37.75177,144.80173,St Albans,0.7807
12772,St Albans,28 Kerrison Av,h,S,Barry,Brimbank City Council,Western Metropolitan,4,620000.0,14.0,3021.0,4.0,1.0,2.0,535.0,-37.72843,144.78999,Keilor Plains,0.3603
12773,St Albans,43 McArthur Av,h,SP,YPA,Brimbank City Council,Western Metropolitan,3,695000.0,14.0,3021.0,3.0,1.0,3.0,696.0,-37.74118,144.81165,St Albans,1.0979
12774,St Kilda,54A Carlisle St,h,PI,Gary,Port Phillip City Council,Southern Metropolitan,3,961000.0,5.0,3182.0,3.0,1.0,2.0,214.0,-37.86729,144.98348,Balaclava,0.9223
12775,Strathmore,31 Holyrood Av,h,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,1400000.0,8.2,3041.0,3.0,2.0,2.0,517.0,-37.73894,144.90766,Glenbervie,1.4842
12776,Strathmore Heights,19A Tasman Av,t,VB,Nelson,Moonee Valley City Council,Western Metropolitan,3,800000.0,8.2,3041.0,3.0,2.0,2.0,306.0,-37.71344,144.89478,Glenroy,2.2053
12777,Sunbury,49 Archer Av,h,S,Barry,Hume City Council,Western Metropolitan,5,675000.0,31.7,3429.0,5.0,2.0,2.0,724.0,-37.58588,144.69954,Sunbury,2.5992
12778,Sunbury,8 Batman Av,h,SP,L,Hume City Council,Western Metropolitan,2,367000.0,31.7,3429.0,2.0,1.0,2.0,452.0,-37.57961,144.71363,Sunbury,1.2557
12779,Sunbury,23 Casey Av,h,S,Hayeswinckle,Hume City Council,Western Metropolitan,4,565000.0,31.7,3429.0,4.0,2.0,2.0,585.0,-37.56776,144.72291,Sunbury,1.3654
12780,Sunbury,25 Lister Cr,h,S,Barry,Hume City Council,Western Metropolitan,3,480000.0,31.7,3429.0,3.0,2.0,2.0,716.0,-37.56159,144.71262,Sunbury,2.3929
12781,Sunbury,11 Vaughan St,h,S,Leeburn,Hume City Council,Western Metropolitan,3,700000.0,31.7,3429.0,3.0,2.0,3.0,1011.0,-37.58119,144.73883,Sunbury,0.9857
12782,Sunbury,98 Wilsons La,h,SP,Raine,Hume City Council,Western Metropolitan,3,465000.0,31.7,3429.0,3.0,1.0,1.0,566.0,-37.58059,144.69333,Sunbury,3.0473
12783,Sunshine,5 Kevin St,h,PI,Jas,Brimbank City Council,Western Metropolitan,3,975000.0,10.5,3020.0,3.0,1.0,4.0,695.0,-37.79058,144.83958,Sunshine,0.7061
12784,Sunshine North,55 Cary St,h,SP,Barry,Brimbank City Council,Western Metropolitan,3,705000.0,10.5,3020.0,3.0,1.0,2.0,695.0,-37.76908,144.82356,Albion,0.9589
12785,Sydenham,4 Picadilly Pl,h,S,Barry,Brimbank City Council,Western Metropolitan,4,705000.0,18.0,3037.0,4.0,2.0,2.0,558.0,-37.70756,144.77674,Watergardens,0.802
12786,Taylors Lakes,63 Cambridge Cr,h,S,Barry,Brimbank City Council,Western Metropolitan,4,836000.0,15.5,3038.0,4.0,2.0,2.0,700.0,-37.68251,144.77764,Watergardens,2.0517
12787,Taylors Lakes,45 Salamander Dr,h,S,Barry,Brimbank City Council,Western Metropolitan,5,725000.0,15.5,3038.0,5.0,3.0,4.0,640.0,-37.69102,144.78505,Watergardens,1.4601
12788,Taylors Lakes,7 Sandpiper Dr,h,S,Prof.,Brimbank City Council,Western Metropolitan,4,681500.0,15.5,3038.0,3.0,2.0,2.0,650.0,-37.69783,144.78773,Watergardens,1.2618
12789,Taylors Lakes,71 Wellesley Dr,h,PI,Barry,Brimbank City Council,Western Metropolitan,4,700000.0,15.5,3038.0,4.0,2.0,3.0,723.0,-37.69048,144.78702,Watergardens,1.6237
12790,Templestowe,28 Rosco Dr,h,S,Barry,Manningham City Council,Eastern Metropolitan,4,1155000.0,15.5,3106.0,4.0,2.0,2.0,816.0,-37.75297,145.16247,Eltham,4.583
12791,Templestowe,239 Serpells Rd,h,S,hockingstuart,Manningham City Council,Eastern Metropolitan,3,1550000.0,15.5,3106.0,3.0,2.0,2.0,609.0,-37.76744,145.15543,Blackburn,5.88
12792,Templestowe,9 Wynnewood Ct,h,PI,Noel,Manningham City Council,Eastern Metropolitan,5,1950000.0,15.5,3106.0,5.0,3.0,2.0,585.0,-37.75644,145.15528,Eltham,4.8275
12793,Templestowe Lower,226 Greenslopes Dr,h,VB,Fletchers,Manningham City Council,Eastern Metropolitan,4,1050000.0,12.4,3107.0,4.0,2.0,2.0,754.0,-37.75612,145.10636,Rosanna,3.8325
12794,Thomastown,40 Bickley Av,h,S,Ray,Whittlesea City Council,Northern Metropolitan,3,657000.0,15.3,3074.0,3.0,1.0,1.0,542.0,-37.68082,145.03922,Thomastown,2.1943
12795,Thomastown,4 Kerang Pl,h,S,HAR,Whittlesea City Council,Northern Metropolitan,4,645000.0,15.3,3074.0,4.0,1.0,4.0,530.0,-37.6756,144.98667,Thomastown,2.4865
12796,Thomastown,9 Travers St,h,S,HAR,Whittlesea City Council,Northern Metropolitan,3,740500.0,15.3,3074.0,3.0,1.0,4.0,641.0,-37.67467,145.01348,Thomastown,0.6297
12797,Thornbury,141 Harold St,h,S,Jellis,Darebin City Council,Northern Metropolitan,2,1250000.0,7.0,3071.0,2.0,1.0,1.0,338.0,-37.75558,144.9875,Thornbury,0.9755
12798,Vermont,1 Bolinda Pl,h,VB,Barry,Maroondah City Council,Eastern Metropolitan,4,1160000.0,17.2,3133.0,4.0,2.0,3.0,654.0,-37.84351,145.19246,Mitcham,2.8391
12799,Vermont,62 Scott St,h,S,Fletchers,Maroondah City Council,Eastern Metropolitan,3,903000.0,17.2,3133.0,3.0,1.0,4.0,711.0,-37.83315,145.2026,Heatherdale,1.7802
12800,Vermont,3 Trinian St,h,S,Harcourts,Maroondah City Council,Eastern Metropolitan,4,1595000.0,17.2,3133.0,4.0,2.0,2.0,616.0,-37.84009,145.19954,Mitcham,2.5401
12801,Vermont South,4 Cavill Ct,h,S,Ray,Whitehorse City Council,Eastern Metropolitan,4,1088000.0,17.2,3133.0,4.0,2.0,2.0,661.0,-37.85681,145.17832,Glen Waverley,2.8846
12802,Viewbank,85 Rutherford Rd,h,S,Miles,Banyule City Council,Eastern Metropolitan,3,1060000.0,8.9,3084.0,3.0,1.0,2.0,569.0,-37.73955,145.09105,Rosanna,2.2231
12803,Wantirna,15 Chequers Cl,h,S,hockingstuart,Knox City Council,Eastern Metropolitan,3,812000.0,14.7,3152.0,3.0,2.0,2.0,560.0,-37.86422,145.2272,Heathmont,4.3141
12804,Wantirna South,7 Apollo Ct,h,S,Ray,Knox City Council,Eastern Metropolitan,3,940000.0,14.7,3152.0,3.0,1.0,2.0,825.0,-37.8661,145.22118,Heathmont,4.7131
12805,Watsonia,20 Weatherlake St,h,VB,Darren,Banyule City Council,Northern Metropolitan,3,850000.0,14.5,3087.0,3.0,1.0,0.0,602.0,-37.70508,145.08563,Watsonia,0.7277
12806,Werribee,12 Garden Ct,h,SP,Barry,Wyndham City Council,Western Metropolitan,4,620000.0,14.7,3030.0,4.0,2.0,2.0,630.0,-37.8786,144.65481,Werribee,2.3861
12807,Werribee,11 Jabiru Ct,h,SP,YPA,Wyndham City Council,Western Metropolitan,3,500000.0,14.7,3030.0,3.0,1.0,2.0,675.0,-37.88255,144.66385,Werribee,1.9035
12808,Werribee,3 Penn Cl,h,S,Barry,Wyndham City Council,Western Metropolitan,3,627500.0,14.7,3030.0,3.0,3.0,2.0,726.0,-37.9009,144.67386,Werribee,1.1464
12809,Werribee,5 Pyke St,h,S,Ray,Wyndham City Council,Western Metropolitan,4,880000.0,14.7,3030.0,3.0,2.0,2.0,843.0,-37.90721,144.65636,Werribee,0.9447
12810,West Footscray,242 Essex St,h,PI,Burnham,Maribyrnong City Council,Western Metropolitan,3,870000.0,6.4,3012.0,3.0,1.0,1.0,463.0,-37.7924,144.86834,Tottenham,0.8975
12811,West Footscray,21 Glamis Rd,h,VB,hockingstuart,Maribyrnong City Council,Western Metropolitan,3,940000.0,6.4,3012.0,3.0,1.0,2.0,386.0,-37.80635,144.87448,West Footscray,1.1015
12812,West Footscray,17 Stanley St,h,PI,Jas,Maribyrnong City Council,Western Metropolitan,3,930000.0,6.4,3012.0,3.0,1.0,1.0,347.0,-37.79184,144.87356,Tottenham,1.2447
12813,West Footscray,54 Wellington St,h,S,Sweeney,Maribyrnong City Council,Western Metropolitan,3,857500.0,6.4,3012.0,3.0,1.0,3.0,417.0,-37.79139,144.86596,Tottenham,0.9137
12814,Westmeadows,39 Arnside Cr,h,S,YPA,Hume City Council,Northern Metropolitan,4,610000.0,16.5,3049.0,4.0,2.0,2.0,546.0,-37.68068,144.87375,Broadmeadows,4.0257
12815,Wheelers Hill,1 Greenbriar Av,h,S,hockingstuart,Monash City Council,South-Eastern Metropolitan,4,1370000.0,16.7,3150.0,4.0,2.0,2.0,813.0,-37.89969,145.18551,Glen Waverley,2.9632
12816,Wheelers Hill,41 Jells Rd,h,S,Barry,Monash City Council,South-Eastern Metropolitan,4,1130000.0,16.7,3150.0,4.0,2.0,2.0,650.0,-37.89651,145.19073,Glen Waverley,3.0586
12817,Williamstown,10 Queen St,h,S,Sweeney,Hobsons Bay City Council,Western Metropolitan,3,1285000.0,6.8,3016.0,3.0,1.0,0.0,285.0,-37.85428,144.89488,North Williamstown,0.6002
12818,Williamstown,1 Stanley St,h,S,Greg,Hobsons Bay City Council,Western Metropolitan,3,2065000.0,6.8,3016.0,3.0,1.0,2.0,412.0,-37.85324,144.89958,North Williamstown,1.0244
12819,Wollert,21 Dalwood Wy,h,S,HAR,Whittlesea City Council,Northern Metropolitan,4,609000.0,25.5,3750.0,4.0,2.0,2.0,350.0,-37.61031,145.0401,Epping,4.8555
12820,Wollert,4 Muzzlewood Wy,h,S,Iconek,Whittlesea City Council,Northern Metropolitan,3,780000.0,25.5,3750.0,3.0,2.0,3.0,660.0,-37.61313,145.03937,Epping,4.5354
12821,Wollert,6 Raychelsbury Pde,h,PI,Iconek,Whittlesea City Council,Northern Metropolitan,3,540000.0,25.5,3750.0,3.0,2.0,2.0,383.0,-37.61929,145.01613,Epping,3.9079
12822,Wollert,20 Whitebark St,h,S,HAR,Whittlesea City Council,Northern Metropolitan,4,615000.0,25.5,3750.0,4.0,2.0,2.0,411.0,-37.61212,145.04084,Epping,4.6734
12823,Wyndham Vale,56 Aldridge Rd,h,S,YPA,Wyndham City Council,Western Metropolitan,4,632000.0,27.2,3024.0,4.0,2.0,2.0,700.0,-37.89738,144.61158,Werribee,4.3352
12824,Wyndham Vale,18 Greenwood St,h,S,YPA,Wyndham City Council,Western Metropolitan,3,425000.0,27.2,3024.0,3.0,1.0,2.0,567.0,-37.89087,144.62252,Werribee,3.5032
12825,Wyndham Vale,26 Ribblesdale Av,h,S,LJ,Wyndham City Council,Western Metropolitan,3,415000.0,27.2,3024.0,3.0,1.0,2.0,613.0,-37.89552,144.61926,Werribee,3.6817
12826,Wyndham Vale,19 Whitmore Pl,h,SP,hockingstuart,Wyndham City Council,Western Metropolitan,3,600000.0,27.2,3024.0,3.0,2.0,2.0,810.0,-37.88318,144.61741,Werribee,4.2274
12827,Avondale Heights,18 Westminster Dr,h,S,Moonee,Moonee Valley City Council,Western Metropolitan,3,730000.0,9.5,3034.0,3.0,1.0,2.0,409.0,-37.76406,144.86071,Albion,3.5069
12828,Blackburn South,19 Sylvia St,h,VB,Fletchers,Whitehorse City Council,Eastern Metropolitan,5,1225000.0,13.4,3130.0,5.0,3.0,1.0,554.0,-37.84417,145.14483,Laburnum,2.6136
12829,Bundoora,145 Cameron Pde,h,S,Barry,Banyule City Council,Northern Metropolitan,4,830000.0,12.1,3083.0,4.0,2.0,2.0,596.0,-37.69886,145.07974,Watsonia,1.4287
12830,Caroline Springs,9 The Entrance,h,S,Prof.,Melton City Council,Western Metropolitan,3,450000.0,14.8,3023.0,3.0,2.0,2.0,154.0,-37.72396,144.74698,Watergardens,3.5029
12831,Cheltenham,10 Jells Rd,h,SP,Buxton,Bayside City Council,Southern Metropolitan,4,1410000.0,17.9,3192.0,4.0,2.0,3.0,536.0,-37.96735,145.08028,Mentone,2.0934
12832,Cheltenham,14 Leon St,h,S,O'Brien,Bayside City Council,Southern Metropolitan,4,1280000.0,17.9,3192.0,4.0,2.0,2.0,717.0,-37.96072,145.06125,Cheltenham,0.8953
12833,Clayton South,18 Glenmorgan Cl,h,S,Harcourts,Kingston City Council,South-Eastern Metropolitan,3,770000.0,17.5,3169.0,3.0,1.0,2.0,530.0,-37.94944,145.13484,Westall,1.2667
12834,Craigieburn,13 Cockatiel Cct,h,SP,LJ,Hume City Council,Northern Metropolitan,3,560000.0,20.6,3064.0,3.0,2.0,2.0,400.0,-37.57452,144.90666,Craigieburn,4.4822
12835,Craigieburn,25 Spurr St,h,S,Raine,Hume City Council,Northern Metropolitan,4,511500.0,20.6,3064.0,4.0,1.0,2.0,666.0,-37.59406,144.93497,Craigieburn,1.1952
12836,Croydon,45 Norris Cct,h,SP,McGrath,Maroondah City Council,Eastern Metropolitan,4,1060000.0,23.0,3136.0,4.0,2.0,2.0,540.0,-37.77749,145.29973,Mooroolbark,1.4056
12837,Croydon,8 Vicki St,h,S,McGrath,Maroondah City Council,Eastern Metropolitan,3,845000.0,23.0,3136.0,3.0,2.0,2.0,969.0,-37.77499,145.2999,Mooroolbark,1.5706
12838,Deer Park,24 Tasman Av,h,PI,FN,Brimbank City Council,Western Metropolitan,3,490000.0,14.8,3023.0,3.0,1.0,4.0,533.0,-37.7576,144.77138,St Albans,2.8923
12839,Doreen,159 Orchard Rd,h,SP,HAR,Nillumbik Shire Council,Northern Victoria,3,477000.0,25.9,3754.0,3.0,2.0,2.0,151.0,-37.61786,145.12631,South Morang,6.2367
12840,Fawkner,47 Major Rd,h,S,Brad,Hume City Council,Northern Metropolitan,3,876000.0,13.1,3060.0,3.0,1.0,1.0,656.0,-37.70785,144.97087,Fawkner,1.1837
12841,Ferntree Gully,11 Beckenham Dr,h,S,Schroeder,Knox City Council,Eastern Metropolitan,4,845000.0,24.8,3156.0,4.0,2.0,2.0,739.0,-37.88475,145.2588,Ferntree Gully,3.2112
12842,Footscray,36 Raleigh St,h,PI,hockingstuart/Sweeney,Maribyrnong City Council,Western Metropolitan,2,800000.0,5.1,3011.0,2.0,1.0,1.0,252.0,-37.80242,144.89539,Middle Footscray,0.3586
12843,Forest Hill,79 Husband Rd,h,S,Ray,Whitehorse City Council,Eastern Metropolitan,3,880000.0,15.4,3131.0,3.0,1.0,3.0,587.0,-37.83923,145.18038,Nunawading,2.1292
12844,Forest Hill,26 Thornhill Dr,h,SP,Harcourts,Whitehorse City Council,Eastern Metropolitan,4,1120000.0,15.4,3131.0,4.0,2.0,2.0,497.0,-37.83742,145.17068,Nunawading,1.8821
12845,Glen Waverley,29 Norfolk St,h,PI,Harcourts,Monash City Council,Eastern Metropolitan,3,1130000.0,16.7,3150.0,3.0,2.0,2.0,730.0,-37.89888,145.14441,Syndal,2.546
12846,Glenroy,49 Plumpton Av,h,S,Eview,Moreland City Council,Northern Metropolitan,2,685000.0,11.2,3046.0,2.0,1.0,1.0,362.0,-37.71121,144.92259,Oak Park,0.7659
12847,Heidelberg Heights,56 Outhwaite Rd,h,S,Ray,Banyule City Council,Eastern Metropolitan,3,865000.0,8.8,3081.0,3.0,1.0,2.0,583.0,-37.73962,145.05393,Rosanna,1.1311
12848,Highett,23 Middleton St,h,S,Buxton,Bayside City Council,Southern Metropolitan,3,1410000.0,16.0,3190.0,3.0,2.0,2.0,633.0,-37.95049,145.03915,Highett,0.344
12849,Kingsbury,174 Dunne St,h,S,Ray,Darebin City Council,Northern Metropolitan,4,720000.0,12.1,3083.0,4.0,2.0,1.0,510.0,-37.71322,145.03208,Ruthven,2.0726
12850,Mentone,10 Birch St,h,S,Thomson,Kingston City Council,South-Eastern Metropolitan,3,1120000.0,20.0,3194.0,3.0,2.0,2.0,277.0,-37.98112,145.05739,Mentone,0.6945
12851,Mentone,1 Walden Rd,h,S,O'Brien,Kingston City Council,South-Eastern Metropolitan,3,1462000.0,20.0,3194.0,3.0,2.0,2.0,601.0,-37.98666,145.06145,Mentone,0.6178
12852,Mernda,10 Castello St,h,S,Stockdale,Whittlesea City Council,Northern Metropolitan,5,676000.0,25.9,3754.0,5.0,2.0,2.0,448.0,-37.60037,145.08468,South Morang,5.624
